0.0440683386351  8.00250227816e-11 0.0440541744042  1.30655901929e-10
0.0556085751873  7.21214610452e-11 0.0556042417051  8.12226994708e-11
0.0699763238923  4.4834559093e-11  0.0699715523746  4.97478359538e-11
0.0883140238524  3.2335339071e-11  0.0883071416899  3.64158391912e-11
0.111148214029  1.60861314361e-11  0.111139552437  1.8116091942e-11
0.139880888373  8.49243551905e-12  0.139868625167  9.70726250869e-12
0.176666509861  2.01013768906e-12  0.176090920472  2.91417836088e-12
0.221600993712  1.65712335705e-12  0.221555665482  2.26380340952e-12








