0.159636104374  3.90085871578e-11  0.160698010379  6.82738106983e-11
0.212297267152  3.52339493725e-11  0.212297267152  4.54421178369e-11
0.284208501548  1.68468743602e-11  0.284208501548  2.17278410027e-11
0.383009110724  6.08878146291e-12  0.383009110724  8.0552189228e-12
0.512745391866  3.14222709425e-12  0.512745391866  4.05260995235e-12
0.686427109743  1.35705261137e-12  0.686427109743  1.93772801273e-12
0.96259308848  2.0649860735e-13    0.95623219217  3.70732597031e-13
1.41399118361  3.34858924822e-13   1.41399118361  4.43005216089e-13
2.06334231822  5.36144392334e-14   2.07706775713  9.38373404837e-14
3.03092540517  4.26416748376e-14   3.03092540517  6.91479016346e-14
