0.231106072502  5.89715036928e-08 0.231106072502  6.48524825491e-08
0.272291250376  6.08700515743e-08 0.272291250376  6.62370401475e-08
0.320815996864  5.83519059346e-08 0.320815996864  6.21695869061e-08
0.379667368677  4.72402216456e-08 0.379667368677  5.14054510681e-08
0.44732750388  3.82444841413e-08  0.44732750388  4.20584449278e-08
0.531738108468  2.81540763746e-08 0.531738108468  3.09617634355e-08
0.626498615373  2.20819131407e-08 0.626498615373  2.48024974037e-08
0.738146295732  1.94531898704e-08 0.738146295732  2.20819131407e-08
0.877434344323  1.52576004736e-08 0.877434344323  1.75032729793e-08
1.03380102544  1.46264056723e-08  1.03380102544  1.71374008095e-08
1.21803365359  5.89715036928e-09  1.21803365359  7.92652016508e-09
1.44787634427  1.14718385828e-08  1.44787634427  1.38740046226e-08
1.70590091339  4.67438813186e-09  1.70590091339  6.62370401475e-09
2.00990777825  8.80955818748e-09  2.00101895728  1.12320419185e-08
2.38917694738  6.02305062832e-09  2.37861080779  8.35638322593e-09
2.80250061799  4.87610887953e-09  2.80250061799  7.28425802511e-09
3.92500515065  6.08700515743e-09  3.92500515065  9.09317598569e-09
